epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1651822268035,2022-05-06T10.31.08.035,1713.519,0.888,-0.204,-0.384
1651822268075,2022-05-06T10.31.08.075,1713.559,0.867,-0.213,-0.372
1651822268115,2022-05-06T10.31.08.115,1713.599,0.906,-0.152,-0.388
1651822268156,2022-05-06T10.31.08.156,1713.640,0.941,-0.156,-0.385
1651822268195,2022-05-06T10.31.08.195,1713.679,0.943,-0.188,-0.392
1651822268236,2022-05-06T10.31.08.236,1713.720,0.947,-0.197,-0.410
1651822268276,2022-05-06T10.31.08.276,1713.760,0.915,-0.209,-0.414
1651822268317,2022-05-06T10.31.08.317,1713.801,0.841,-0.227,-0.399
1651822268356,2022-05-06T10.31.08.356,1713.840,0.860,-0.157,-0.402
1651822268397,2022-05-06T10.31.08.397,1713.881,0.900,-0.186,-0.386
1651822268437,2022-05-06T10.31.08.437,1713.921,0.945,-0.170,-0.385
1651822268478,2022-05-06T10.31.08.478,1713.962,0.916,-0.207,-0.405
1651822268517,2022-05-06T10.31.08.517,1714.001,0.870,-0.256,-0.419
1651822268557,2022-05-06T10.31.08.557,1714.041,0.858,-0.250,-0.398
1651822268598,2022-05-06T10.31.08.598,1714.082,0.917,-0.164,-0.388
1651822268638,2022-05-06T10.31.08.638,1714.122,0.940,-0.194,-0.389
1651822268679,2022-05-06T10.31.08.679,1714.163,0.894,-0.252,-0.386
1651822268718,2022-05-06T10.31.08.718,1714.202,0.876,-0.184,-0.395
1651822268759,2022-05-06T10.31.08.759,1714.243,0.894,-0.204,-0.388
1651822268799,2022-05-06T10.31.08.799,1714.283,0.873,-0.251,-0.380
1651822268840,2022-05-06T10.31.08.840,1714.324,0.908,-0.183,-0.414
1651822268879,2022-05-06T10.31.08.879,1714.363,0.925,-0.233,-0.431
1651822268920,2022-05-06T10.31.08.920,1714.404,0.926,-0.249,-0.448
1651822268960,2022-05-06T10.31.08.960,1714.444,0.910,-0.215,-0.468
1651822268999,2022-05-06T10.31.08.999,1714.483,0.888,-0.243,-0.459
1651822269040,2022-05-06T10.31.09.040,1714.524,0.851,-0.253,-0.412
1651822269080,2022-05-06T10.31.09.080,1714.564,0.872,-0.228,-0.379
1651822269121,2022-05-06T10.31.09.121,1714.605,0.926,-0.200,-0.385
1651822269160,2022-05-06T10.31.09.160,1714.644,0.934,-0.223,-0.397
1651822269201,2022-05-06T10.31.09.201,1714.685,0.898,-0.251,-0.400
1651822269241,2022-05-06T10.31.09.241,1714.725,0.876,-0.230,-0.400
1651822269282,2022-05-06T10.31.09.282,1714.766,0.851,-0.245,-0.383
1651822269322,2022-05-06T10.31.09.322,1714.806,0.852,-0.248,-0.366
1651822269363,2022-05-06T10.31.09.363,1714.847,0.865,-0.248,-0.361
1651822269402,2022-05-06T10.31.09.402,1714.886,0.887,-0.250,-0.370
1651822269442,2022-05-06T10.31.09.442,1714.926,0.941,-0.227,-0.406
1651822269483,2022-05-06T10.31.09.483,1714.967,0.998,-0.245,-0.455
1651822269522,2022-05-06T10.31.09.522,1715.006,0.901,-0.338,-0.451
1651822269563,2022-05-06T10.31.09.563,1715.047,0.810,-0.310,-0.413
1651822269603,2022-05-06T10.31.09.603,1715.087,0.751,-0.358,-0.317
1651822269644,2022-05-06T10.31.09.644,1715.128,0.726,-0.340,-0.286
1651822269683,2022-05-06T10.31.09.683,1715.167,0.759,-0.349,-0.313
1651822269724,2022-05-06T10.31.09.724,1715.208,0.801,-0.382,-0.329
1651822269764,2022-05-06T10.31.09.764,1715.248,0.900,-0.341,-0.371
1651822269805,2022-05-06T10.31.09.805,1715.289,0.983,-0.210,-0.438
1651822269845,2022-05-06T10.31.09.845,1715.329,1.148,-0.155,-0.502
1651822269884,2022-05-06T10.31.09.884,1715.368,0.884,-0.690,-0.320
1651822269925,2022-05-06T10.31.09.925,1715.409,0.546,-0.643,-0.223
1651822269965,2022-05-06T10.31.09.965,1715.449,0.578,-0.385,-0.346
1651822270006,2022-05-06T10.31.10.006,1715.490,0.847,-0.292,-0.471
1651822270045,2022-05-06T10.31.10.045,1715.529,1.030,-0.227,-0.564
1651822270086,2022-05-06T10.31.10.086,1715.570,1.025,-0.416,-0.564
1651822270126,2022-05-06T10.31.10.126,1715.610,0.803,-0.608,-0.495
1651822270167,2022-05-06T10.31.10.167,1715.651,0.583,-0.544,-0.446
1651822270206,2022-05-06T10.31.10.206,1715.690,0.620,-0.428,-0.409
1651822270246,2022-05-06T10.31.10.246,1715.730,0.737,-0.455,-0.397
1651822270287,2022-05-06T10.31.10.287,1715.771,0.750,-0.492,-0.416
1651822270326,2022-05-06T10.31.10.326,1715.810,0.747,-0.471,-0.460
1651822270368,2022-05-06T10.31.10.368,1715.852,0.758,-0.536,-0.472
1651822270407,2022-05-06T10.31.10.407,1715.891,0.788,-0.547,-0.441
1651822270448,2022-05-06T10.31.10.448,1715.932,0.854,-0.554,-0.345
1651822270488,2022-05-06T10.31.10.488,1715.972,0.881,-0.508,-0.257
1651822270529,2022-05-06T10.31.10.529,1716.013,0.852,-0.447,-0.212
1651822270568,2022-05-06T10.31.10.568,1716.052,0.851,-0.431,-0.197
1651822270609,2022-05-06T10.31.10.609,1716.093,0.832,-0.457,-0.212
1651822270649,2022-05-06T10.31.10.649,1716.133,0.775,-0.476,-0.263
1651822270688,2022-05-06T10.31.10.688,1716.172,0.748,-0.567,-0.284
1651822270729,2022-05-06T10.31.10.729,1716.213,0.735,-0.617,-0.259
1651822270769,2022-05-06T10.31.10.769,1716.253,0.774,-0.544,-0.228
1651822270810,2022-05-06T10.31.10.810,1716.294,0.808,-0.501,-0.167
1651822270849,2022-05-06T10.31.10.849,1716.333,0.855,-0.442,-0.122
1651822270890,2022-05-06T10.31.10.890,1716.374,0.880,-0.440,-0.087
1651822270930,2022-05-06T10.31.10.930,1716.414,0.875,-0.444,-0.075
1651822270971,2022-05-06T10.31.10.971,1716.455,0.830,-0.458,-0.103
1651822271011,2022-05-06T10.31.11.011,1716.495,0.789,-0.499,-0.161
1651822271052,2022-05-06T10.31.11.052,1716.536,0.833,-0.468,-0.276
1651822271091,2022-05-06T10.31.11.091,1716.575,0.868,-0.421,-0.412
1651822271131,2022-05-06T10.31.11.131,1716.615,0.913,-0.302,-0.447
1651822271172,2022-05-06T10.31.11.172,1716.656,1.118,-0.185,-0.452
1651822271211,2022-05-06T10.31.11.211,1716.695,0.881,-0.602,-0.344
1651822271252,2022-05-06T10.31.11.252,1716.736,0.561,-0.775,-0.237
1651822271292,2022-05-06T10.31.11.292,1716.776,0.604,-0.451,-0.312
1651822271333,2022-05-06T10.31.11.333,1716.817,0.944,-0.232,-0.405
1651822271372,2022-05-06T10.31.11.372,1716.856,1.117,-0.354,-0.317
1651822271413,2022-05-06T10.31.11.413,1716.897,1.174,-0.344,-0.236
1651822271453,2022-05-06T10.31.11.453,1716.937,1.161,-0.331,-0.234
1651822271494,2022-05-06T10.31.11.494,1716.978,0.886,-0.481,-0.216
1651822271534,2022-05-06T10.31.11.534,1717.018,0.744,-0.433,-0.197
1651822271573,2022-05-06T10.31.11.573,1717.057,0.750,-0.520,-0.124
1651822271614,2022-05-06T10.31.11.614,1717.098,0.966,-0.238,-0.258
1651822271654,2022-05-06T10.31.11.654,1717.138,1.129,-0.341,-0.287
1651822271695,2022-05-06T10.31.11.695,1717.179,1.146,-0.417,-0.146
1651822271734,2022-05-06T10.31.11.734,1717.218,1.121,-0.223,-0.138
1651822271775,2022-05-06T10.31.11.775,1717.259,0.845,-0.368,-0.208
1651822271815,2022-05-06T10.31.11.815,1717.299,0.562,-0.479,-0.272
1651822271856,2022-05-06T10.31.11.856,1717.340,0.594,-0.516,-0.257
1651822271895,2022-05-06T10.31.11.895,1717.379,0.811,-0.411,-0.148
1651822271936,2022-05-06T10.31.11.936,1717.420,0.952,-0.350,-0.118
1651822271976,2022-05-06T10.31.11.976,1717.460,0.864,-0.477,-0.171
1651822272015,2022-05-06T10.31.12.015,1717.499,0.796,-0.544,-0.214
1651822272056,2022-05-06T10.31.12.056,1717.540,0.784,-0.576,-0.257
1651822272096,2022-05-06T10.31.12.096,1717.580,0.768,-0.667,-0.308
1651822272137,2022-05-06T10.31.12.137,1717.621,0.770,-0.598,-0.377
1651822272177,2022-05-06T10.31.12.177,1717.661,0.734,-0.635,-0.366
1651822272218,2022-05-06T10.31.12.218,1717.702,0.767,-0.659,-0.314
1651822272257,2022-05-06T10.31.12.257,1717.741,0.844,-0.604,-0.269
1651822272298,2022-05-06T10.31.12.298,1717.782,0.924,-0.522,-0.289
1651822272338,2022-05-06T10.31.12.338,1717.822,0.869,-0.619,-0.317
1651822272379,2022-05-06T10.31.12.379,1717.863,0.706,-0.684,-0.331
1651822272418,2022-05-06T10.31.12.418,1717.902,0.514,-0.698,-0.317
1651822272458,2022-05-06T10.31.12.458,1717.942,0.501,-0.586,-0.297
1651822272499,2022-05-06T10.31.12.499,1717.983,0.648,-0.481,-0.301
1651822272538,2022-05-06T10.31.12.538,1718.022,0.812,-0.757,-0.233
1651822272579,2022-05-06T10.31.12.579,1718.063,0.750,-0.917,-0.117
1651822272619,2022-05-06T10.31.12.619,1718.103,0.615,-0.646,-0.047
1651822272660,2022-05-06T10.31.12.660,1718.144,0.740,-0.501,-0.032
1651822272700,2022-05-06T10.31.12.700,1718.184,0.793,-0.670,-0.051
1651822272741,2022-05-06T10.31.12.741,1718.225,0.725,-0.764,-0.085
1651822272780,2022-05-06T10.31.12.780,1718.264,0.726,-0.695,-0.074
1651822272821,2022-05-06T10.31.12.821,1718.305,0.754,-0.633,-0.071
1651822272861,2022-05-06T10.31.12.861,1718.345,0.752,-0.671,-0.123
1651822272900,2022-05-06T10.31.12.900,1718.384,0.703,-0.765,-0.155
1651822272941,2022-05-06T10.31.12.941,1718.425,0.645,-0.723,-0.125
1651822272981,2022-05-06T10.31.12.981,1718.465,0.645,-0.561,-0.097
1651822273022,2022-05-06T10.31.13.022,1718.506,0.708,-0.540,-0.141
1651822273061,2022-05-06T10.31.13.061,1718.545,0.777,-0.541,-0.252
1651822273102,2022-05-06T10.31.13.102,1718.586,0.870,-0.535,-0.366
1651822273142,2022-05-06T10.31.13.142,1718.626,0.847,-0.554,-0.408
1651822273183,2022-05-06T10.31.13.183,1718.667,0.917,-0.476,-0.425
1651822273222,2022-05-06T10.31.13.222,1718.706,0.966,-0.518,-0.434
1651822273264,2022-05-06T10.31.13.264,1718.748,0.821,-0.680,-0.396
1651822273303,2022-05-06T10.31.13.303,1718.787,0.667,-0.670,-0.338
1651822273343,2022-05-06T10.31.13.343,1718.827,0.559,-0.666,-0.297
1651822273384,2022-05-06T10.31.13.384,1718.868,0.596,-0.659,-0.289
1651822273423,2022-05-06T10.31.13.423,1718.907,0.663,-0.654,-0.316
1651822273464,2022-05-06T10.31.13.464,1718.948,0.706,-0.661,-0.339
1651822273504,2022-05-06T10.31.13.504,1718.988,0.711,-0.714,-0.303
1651822273545,2022-05-06T10.31.13.545,1719.029,0.716,-0.697,-0.229
1651822273584,2022-05-06T10.31.13.584,1719.068,0.733,-0.587,-0.217
1651822273625,2022-05-06T10.31.13.625,1719.109,0.734,-0.578,-0.228
1651822273665,2022-05-06T10.31.13.665,1719.149,0.751,-0.618,-0.227
1651822273706,2022-05-06T10.31.13.706,1719.190,0.790,-0.603,-0.234
1651822273745,2022-05-06T10.31.13.745,1719.229,0.818,-0.614,-0.248
